CTID,WI_WEIGHTEDSUM
17031440300,12.58470052
17031440600,12.11996194
17031440700,11.5820824
17031440800,9.553678707
17031440900,11.91647805
17031450300,13.20529286
17031460100,12.11873809
17031460200,13.2573398
17031460301,11.00640724
17031460302,9.928375598
17031460400,10.00008177
17031460500,11.80089613
17031460600,12.333
17031460700,11.24207623
17031461000,17.667
17031470100,13.3792394
17031480100,14.85915187
17031480200,14.17916677
17031480300,13.90955487
17031480400,12.86963444
17031480500,14.63565487
17031490300,12.55816389
17031490400,11.167
17031490500,11.15278436
17031490600,12.333
17031490700,11.70920265
17031490800,12.84061162
17031490901,13.1951188
17031490902,12.28745526
17031491000,10.68926002
17031491100,12.30152728
17031491200,12.16841898
17031491300,12.33311967
17031491400,16.14468017
17031500100,11.79748424
17031500200,11.71730279
17031500300,13.42462785
17031510100,12.84943246
17031510200,12.4117142
17031510300,12.85158805
17031520100,16
17031520200,10.8548883
17031520300,12.72075072
17031520400,13.74876979
17031520500,11.31293935
17031520600,13.667
17031530100,13.2495933
17031530200,11.84171368
17031530300,11.8792112
17031530400,12.89405991
17031530501,12.06686885
17031530502,11
17031530503,11.6511518
17031530600,12.13863265
17031540101,10.95103677
17031540102,10.3369184
17031550100,10.93667423
17031550200,12.32832377
17031560100,13.667
17031560200,11.94022168
17031560300,14.66629876
17031560400,14
17031560700,15.82904267
17031560800,14.4971713
17031560900,13.58866783
17031561000,12.64287804
17031561100,12.2705324
17031570100,14
17031570200,13.167
17031570300,13.98515608
17031570400,15.62263017
17031570500,13.64938902
17031580100,15.13565996
17031580200,13.13689531
17031580300,14.333
17031580400,16.41778612
17031580501,13.07849714
17031580502,13.84041419
17031580600,13.31842248
17031580700,11.33589641
17031580800,14.5
17031590500,16.667
17031590600,12.0531365
17031590700,14.37430132
17031600400,15.11438363
17031600600,14.25592259
17031600700,14.92076795
17031600900,13.70823727
17031610300,13.27027215
17031610400,15.167
17031610800,11.5
17031611000,14.833
17031611100,10.69754086
17031611200,14.0312274
17031611300,13.83228822
17031611400,12.81341256
17031611500,13.91126702
17031611600,12.07663673
17031611700,13.32686988
17031611800,10.61434606
17031611900,12.08382039
17031612000,10.83309265
17031612100,11.667
17031620100,12.21758123
17031620200,14.06103645
17031620300,12.81241892
17031620400,12.12359514
17031630100,13.167
17031630200,12.333
17031630300,12.07807241
17031630400,12.37528093
17031630500,11.58339916
17031630800,12.54182943
17031630900,13.89837779
17031640100,14.5
17031640300,12.93052901
17031640400,12.16785285
17031640500,11.58467289
17031640600,13.8113568
17031640700,12.67864329
17031640800,12.333
17031650100,12.52246599
17031650200,12.50660723
17031650301,12.49132933
17031650302,13.69998497
17031650400,12.67458464
17031650500,14.51935523
17031660301,15.833
17031660302,11.91613504
17031660400,12.0901019
17031660500,12.91595591
17031660600,12.02353983
17031660700,14.01308433
17031660800,11.15538339
17031660900,15.72169173
17031661000,12.66737548
17031661100,11.64079351
17031670100,11.49994391
17031670200,13.333
17031670300,14.08342862
17031670400,11
17031670500,13.333
17031670600,12.41667005
17031670700,11.58359644
17031670800,10.97980789
17031670900,11.05714237
17031671100,12.333
17031671200,13.68413581
17031671300,9.543731946
17031671400,11.24474108
17031671500,13.99100244
17031671600,10.83309759
17031671800,11.333
17031671900,12.5
17031672000,12.46313385
17031680500,11.30202677
17031680600,10.612429
17031680900,13.80117421
17031681000,11.8340942
17031681100,11.74018004
17031681200,11.18729436
17031681300,12.01623707
17031681400,11.85166495
17031690300,13.67083015
17031690400,11.82953414
17031690500,14.333
17031690900,10.72098008
17031691000,10.54095136
17031691100,12.26426424
17031691200,12.79602786
17031691300,13.16769523
17031691400,12.65708292
17031691500,14.78864044
17031700100,14.49709197
17031700200,13.79054339
17031700301,13.54920216
17031700302,14.66882289
17031700401,16.02580804
17031700402,13.9429891
17031700501,13.57563033
17031700502,11.36653763
17031710100,9.833
17031710200,10.80657835
17031710300,12.667
17031710400,11.54555117
17031710500,12.99189847
17031710600,10.50051834
17031710700,12.66582026
17031710800,12.72553164
17031710900,14.04918299
17031711000,11.0419656
17031711100,13.82281817
17031711200,12.33233104
17031711300,12.78543212
17031711400,13.46874266
17031711500,10.42018617
17031720100,14.56588285
17031720200,15.00074536
17031720300,14.89597864
17031720400,15.67466179
17031720500,13.15953365
17031720600,15.8294516
17031720700,13.13735728
17031730100,10.93644881
17031730201,11.36122813
17031730202,12.68662033
17031730300,15.333
17031730400,13.26875762
17031730500,11.34867656
17031730600,12.18152339
17031730700,13.07425133
17031740100,15.22587222
17031740200,13.38879998
17031740300,14.63386372
17031740400,12.89003004
17031750100,12.56540516
17031750200,13.68568421
17031750300,14.85248781
17031750400,15.77649195
17031750500,13.80300061
17031750600,12.07177653
17031760801,14.66203113
17031760802,12.5
17031760803,10.65411976
17031770602,13.56789205
17031770902,15.00834832
17031810400,16.55882177
17031821402,13.81442102
17031823304,15.92984816
17031830500,12.04004232
17031830600,14.0101287
17031830700,14.3804415
17031830800,15.04053725
17031830900,15.70332654
17031831000,16.64623427
17031831100,13.33677768
17031831200,12.52402346
17031831300,15.5
17031831400,14.88671624
17031831500,16.34260989
17031831600,14.17858558
17031831700,18
17031831800,16.40603767
17031831900,15.90769796
17031832000,14.167
17031832100,16.04780899
17031832200,14.55255296
17031832300,18
17031832400,14.24944838
17031832500,16.83554899
17031832600,17.37818576
17031832900,15.62190207
17031833000,18.61902106
17031833100,18.80758334
17031833300,19.333
17031833900,15.37836817
17031834000,12.99815838
17031834200,13.4041368
17031834300,12.75946725
17031834400,10.5803744
17031834500,13.833
17031834600,12.94003294
17031834700,12.07910707
17031834800,13.78343659
17031834900,13.04199876
17031835000,14.18480748
17031835100,14.85167546
17031835200,16.333
17031835500,14.76651722
17031835600,13.24276725
17031835700,8.667
17031835800,12.833
17031835900,15.45750054
17031836000,12.98754171
17031836100,12.22405282
17031836200,14.667
17031836300,11.11593193
17031836400,13.38442884
17031836500,10.76630455
17031836600,16.58005538
17031836700,14.09006793
17031836800,13.60365834
17031836900,12.25072457
17031837000,13.8997069
17031837100,15.667
17031837300,14.12765321
17031837400,15.50219996
17031837800,16.833
17031838000,13.89174404
17031838100,15.8457633
17031838200,14.39183746
17031838300,15.82677206
17031838600,13.83504968
17031838700,12.29624099
17031838800,10.34237905
17031839000,16.35437166
17031839100,18.167
17031839200,16.43919392
17031839500,13.833
17031839600,15.31422596
17031839700,14.76765807
17031839800,12.67854323
17031839900,13.81185598
17031840000,15.07621458
17031840100,14.4188927
17031840200,16.167
17031840300,14.83306016
17031840400,15.60097006
17031840700,14.37893362
17031840800,11.33068276
17031841000,15.5
17031841100,17.31849085
17031841200,15.10577576
17031841300,14.44359591
17031841400,14.2988387
17031841500,13.60923197
17031841600,13
17031841700,14.333
17031841800,16.7680845
17031841900,17.99743587
17031842000,13.65749746
17031842100,12.11274707
17031842200,19.333
17031842300,16.84975608
17031842400,12.94088038
17031842500,13.333
17031842600,12.88809225
17031842800,13.9426542
17031842900,16.66983965
17031843000,15.09831377
17031843100,15.18832912
17031843200,14.40163578
17031843300,15.667
17031843400,13.833
17031843500,14
17031843600,13.99917625
17031843700,15.833
17031843800,13.32962648
17031843900,15.43136557
17031980000,9.333
17031980100,12.167
