CTID,C000,EMP_DEN,CA01,CA02,CA03,CE01,CE02,CE03,NS01,NS02,NS03,NS04,NS05,NS06,NS07,NS08,NS09,NS10,NS11,NS12,NS13,NS14,NS15,NS16,NS17,NS18,NS19,NS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02
17031825700,591,#N/A,94,348,149,98,164,329,0,0,0,9,7,31,27,290,1,0,0,15,0,2,42,81,2,4,30,50,428,133,4,19,1,6,497,94,83,153,159,102,404,187
17031825801,524,#N/A,183,227,114,230,207,87,0,0,0,0,110,2,165,7,0,0,0,5,0,0,0,41,1,193,0,0,351,138,3,25,3,4,408,116,76,93,105,67,312,212
17031825802,259,#N/A,33,164,62,69,86,104,0,0,0,6,0,2,18,4,0,0,25,11,0,8,111,51,0,21,2,0,107,136,2,11,0,3,240,19,25,59,66,76,73,186
17031825803,649,#N/A,184,339,126,289,260,100,0,0,0,0,18,0,180,6,0,50,29,12,0,2,33,55,42,202,20,0,330,290,4,21,0,4,542,107,110,124,154,77,237,412
17031825900,501,#N/A,60,281,160,184,161,156,0,0,0,42,0,3,25,38,0,2,0,14,0,0,177,115,18,42,25,0,281,206,1,10,0,3,430,71,80,134,134,93,174,327
17031826000,1358,#N/A,211,837,310,207,425,726,0,0,0,26,278,237,46,64,0,0,11,38,0,0,74,200,18,45,13,308,870,449,6,16,0,17,1112,246,170,335,396,246,808,550
17031826100,1007,#N/A,260,523,224,385,297,325,0,0,0,0,4,1,320,14,0,9,13,4,7,25,383,89,0,104,34,0,667,309,4,15,1,11,840,167,102,226,225,194,329,678
17031826201,1516,#N/A,565,678,273,619,583,314,0,0,0,0,47,0,613,3,0,64,39,18,0,0,0,303,4,421,4,0,793,669,6,31,2,15,1288,228,153,300,324,174,673,843
17031826202,1536,#N/A,706,602,228,820,448,268,0,0,0,8,0,60,1059,15,0,8,0,15,0,1,215,15,2,116,22,0,1059,375,7,74,0,21,1272,264,132,219,255,224,555,981
17031826301,194,#N/A,40,108,46,56,76,62,0,0,0,5,0,0,6,1,2,12,0,6,0,8,35,67,0,49,3,0,97,76,0,15,0,6,171,23,23,36,45,50,73,121
17031826303,245,#N/A,58,117,70,89,99,57,0,0,0,17,0,8,82,31,0,4,0,4,0,0,34,0,0,23,42,0,111,109,2,18,0,5,226,19,27,68,53,39,97,148
17031826304,385,#N/A,82,210,93,152,170,63,0,0,0,0,6,0,11,0,0,4,17,4,0,4,35,198,50,46,10,0,123,239,3,13,0,7,355,30,47,74,105,77,121,264
17031826401,600,#N/A,45,353,202,85,79,436,0,0,0,26,403,5,17,4,22,0,0,0,0,17,74,7,0,0,25,0,323,262,0,5,1,9,536,64,77,179,199,100,393,207
17031826402,1223,#N/A,396,624,203,384,496,343,0,0,0,111,68,52,356,11,22,9,6,0,0,0,28,299,14,77,170,0,733,445,8,23,3,11,1100,123,152,243,269,163,637,586
17031826500,877,#N/A,133,522,222,212,247,418,0,0,0,33,126,7,95,1,125,13,0,8,0,4,107,37,26,57,19,219,406,442,7,9,2,11,799,78,118,224,254,148,475,402
17031826600,309,#N/A,55,179,75,121,103,85,0,0,0,1,0,0,48,1,19,9,1,18,0,0,92,94,12,2,12,0,110,188,3,6,0,2,282,27,54,59,87,54,85,224
17031826700,310,#N/A,38,190,82,78,85,147,0,0,0,5,0,16,3,19,0,0,2,1,0,1,94,41,0,31,10,87,126,175,4,1,0,4,278,32,42,81,97,52,137,173
17031826800,1441,#N/A,231,783,427,258,534,649,0,0,0,107,477,182,57,136,8,0,25,13,0,66,209,0,0,68,55,38,905,483,6,34,0,13,1168,273,260,384,349,217,932,509
17031826901,292,#N/A,87,126,79,151,95,46,0,0,4,0,31,0,58,0,57,0,0,0,0,0,0,0,0,120,8,14,220,57,2,10,0,3,215,77,48,52,52,53,175,117
17031826902,12,#N/A,1,9,2,9,2,1,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,6,0,0,2,9,0,1,0,0,11,1,3,2,5,1,9,3
17031827000,65,#N/A,22,37,6,30,30,5,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,19,0,19,10,0,17,36,0,4,0,8,57,8,13,12,13,5,28,37
17031827100,1190,#N/A,184,712,294,233,185,772,0,0,0,0,0,4,55,0,0,9,0,0,0,0,1082,20,0,13,7,0,509,654,3,15,1,8,1096,94,85,216,331,374,460,730
17031827200,2872,#N/A,479,1446,947,715,946,1211,0,0,0,77,684,206,94,301,0,39,22,16,0,9,1183,31,0,56,61,93,1826,973,8,36,2,27,2482,390,354,671,811,557,1499,1373
17031827300,746,#N/A,82,430,234,94,247,405,0,0,0,0,243,96,32,50,142,15,0,0,0,5,111,13,8,4,9,18,502,212,5,25,0,2,618,128,121,173,186,184,499,247
17031827400,4734,#N/A,594,2692,1448,1017,1977,1740,0,0,0,3,24,40,70,499,0,0,0,164,0,291,146,3240,0,250,7,0,2280,2202,16,194,4,38,4343,391,522,1086,1466,1066,1223,3511
17031827500,5728,#N/A,808,3203,1717,610,2236,2882,0,0,20,194,2759,954,165,416,96,13,45,238,0,289,201,62,0,148,126,2,4071,1457,40,106,3,51,4301,1427,1119,1512,1393,896,3787,1941
17031827600,929,#N/A,123,571,235,97,204,628,0,0,0,0,18,304,13,483,0,0,0,13,0,97,1,0,0,0,0,0,588,320,0,11,0,10,824,105,125,292,260,129,700,229
17031827700,312,#N/A,42,153,117,100,108,104,0,0,0,1,43,27,5,26,0,0,0,11,0,55,52,60,0,1,31,0,188,110,2,8,1,3,293,19,35,79,98,58,165,147
17031827801,2143,#N/A,507,1096,540,745,706,692,0,0,0,50,0,5,334,7,0,426,7,43,0,39,106,389,0,218,80,439,1271,807,4,39,1,21,1965,178,211,454,551,420,817,1326
17031827802,526,#N/A,145,260,121,228,168,130,0,0,0,22,8,0,44,0,0,41,0,48,0,26,71,84,1,126,55,0,321,169,4,18,0,14,459,67,45,98,137,101,206,320
17031827804,48,#N/A,9,22,17,20,25,3,0,0,0,3,3,0,1,0,0,0,0,0,0,7,0,26,0,0,8,0,22,25,1,0,0,0,48,0,5,16,14,4,15,33
17031827805,988,#N/A,218,542,228,205,339,444,0,0,0,81,56,45,2,13,0,24,39,172,0,220,0,102,0,26,208,0,818,131,0,34,1,4,825,163,117,222,229,202,591,397
17031827901,2180,#N/A,496,1166,518,588,822,770,0,0,0,90,119,138,334,111,33,132,21,79,0,118,195,393,0,364,53,0,1480,587,7,87,2,17,1913,267,211,466,597,410,1032,1148
17031827902,3835,#N/A,1122,1903,810,1366,1611,858,162,0,2,79,1087,66,1845,10,32,8,4,25,0,51,47,43,37,303,34,0,2500,1186,19,84,7,39,3001,834,631,877,772,433,1904,1931
17031828000,1087,#N/A,292,535,260,441,283,363,0,0,0,48,45,1,61,14,0,0,4,12,0,67,78,142,0,179,76,360,807,251,7,13,1,8,964,123,101,266,244,184,518,569
17031828100,1172,#N/A,276,604,292,484,361,327,0,0,0,41,3,8,230,1,2,33,21,60,0,32,307,178,3,190,63,0,914,228,3,17,1,9,1047,125,99,275,255,267,465,707
17031828201,1339,#N/A,342,684,313,347,456,536,0,0,0,122,137,202,263,111,0,24,14,8,2,54,76,53,12,185,76,0,1072,229,5,21,2,10,1186,153,132,312,325,228,858,481
17031828202,510,#N/A,118,277,115,116,189,205,0,0,0,22,0,22,26,4,0,18,19,7,6,60,158,36,0,9,123,0,423,58,5,15,0,9,411,99,66,99,112,115,197,313
17031828300,6234,#N/A,1840,3061,1333,1794,1967,2473,0,58,0,331,590,98,830,1653,2,0,3,130,0,34,36,3,0,886,1482,98,4483,1495,37,141,8,70,5055,1179,787,1423,1426,758,4368,1866
17031828401,1804,#N/A,396,896,512,717,605,482,0,0,0,49,3,33,71,19,54,29,41,174,0,104,42,404,31,360,137,253,1411,333,4,33,0,23,1656,148,134,423,466,385,795,1009
17031828402,3428,#N/A,784,1940,704,901,958,1569,0,1,0,885,183,134,352,22,0,75,17,160,55,239,415,455,7,329,64,35,2753,580,9,59,1,26,3075,353,327,773,909,635,1867,1561
17031828503,2827,#N/A,253,1570,1004,345,380,2102,3,0,0,24,29,54,93,1839,0,0,84,12,0,156,234,30,0,80,15,174,2156,600,17,28,4,22,2569,258,291,916,871,496,2242,585
17031828504,118,#N/A,12,78,28,20,39,59,0,0,0,57,0,0,6,6,0,8,0,2,0,4,0,23,0,0,9,3,63,48,1,5,0,1,104,14,22,30,33,21,82,36
17031828505,771,#N/A,152,424,195,240,258,273,40,9,0,100,8,44,16,18,0,16,15,13,0,30,189,166,46,25,36,0,571,182,6,8,0,4,677,94,99,168,190,162,346,425
17031828506,662,#N/A,89,357,216,196,242,224,0,0,0,91,13,42,12,277,0,1,0,1,0,24,66,15,28,40,52,0,469,175,3,11,1,3,618,44,88,200,191,94,343,319
17031828601,633,#N/A,172,285,176,331,230,72,0,0,0,9,0,5,212,0,8,25,5,16,0,128,11,16,56,121,21,0,441,165,1,15,1,10,574,59,83,167,124,87,298,335
17031828602,382,#N/A,106,235,41,101,182,99,0,0,0,3,1,4,17,2,0,4,1,3,0,0,1,345,0,0,1,0,94,280,3,4,0,1,349,33,41,88,100,47,96,286
17031828701,1449,#N/A,341,726,382,385,551,513,0,0,65,15,105,8,288,104,63,16,3,258,0,26,142,87,1,167,26,75,941,459,5,29,4,11,1297,152,142,335,367,264,704,745
17031828702,1184,#N/A,149,724,311,187,339,658,0,0,0,18,547,77,11,77,28,2,11,16,0,15,149,192,0,36,5,0,769,379,8,14,2,12,1018,166,162,316,353,204,675,509
17031828801,1169,#N/A,274,654,241,446,353,370,0,0,0,3,4,3,101,3,13,28,18,74,0,9,69,705,37,70,32,0,731,330,7,83,1,17,1054,115,124,236,320,215,340,829
17031828802,130,#N/A,13,81,36,47,47,36,0,0,0,13,0,51,0,0,0,3,0,1,0,10,0,45,1,0,6,0,90,37,0,3,0,0,118,12,23,41,36,17,71,59
17031828900,4396,#N/A,584,2390,1422,1318,1302,1776,0,0,36,49,0,27,84,0,4,4,2,29,0,176,895,2713,2,16,137,222,2754,1321,16,249,4,52,4003,393,371,995,1354,1092,1421,2975
17031829000,952,#N/A,125,492,335,74,245,633,0,0,0,8,661,130,6,12,0,0,0,42,0,15,0,6,0,47,25,0,703,220,6,8,1,14,777,175,130,263,279,155,741,211
17031829100,499,#N/A,76,302,121,113,190,196,0,0,0,56,131,14,44,15,40,0,0,3,0,104,0,59,0,12,21,0,366,120,3,4,3,3,391,108,80,140,128,75,337,162
17031829200,1812,#N/A,328,986,498,362,622,828,0,0,0,64,17,1,34,7,206,24,14,15,0,0,1150,160,49,50,9,12,1213,561,10,9,1,18,1581,231,177,394,461,452,690,1122
17031829301,683,#N/A,112,379,192,163,246,274,0,0,0,15,10,7,3,4,2,21,61,19,0,42,414,5,0,72,8,0,473,186,6,16,0,2,632,51,58,165,182,166,227,456
17031829302,868,#N/A,256,423,189,352,399,117,0,0,0,2,0,0,330,11,0,20,20,1,0,30,0,185,0,212,57,0,469,353,6,25,2,13,772,96,126,206,173,107,369,499
17031829401,73,#N/A,7,44,22,18,18,37,0,0,0,2,0,0,5,0,0,0,0,3,0,0,62,0,0,0,1,0,33,37,0,3,0,0,72,1,6,18,20,22,14,59
17031829402,267,#N/A,34,140,93,21,98,148,0,0,0,0,73,126,0,0,0,0,20,1,0,2,42,0,0,0,3,0,215,43,1,7,0,1,208,59,46,67,73,47,182,85
17031829500,1761,#N/A,428,867,466,496,698,567,0,0,0,35,690,101,374,49,0,14,39,14,0,0,11,100,0,157,85,92,1285,416,9,33,2,16,1480,281,231,451,410,241,1021,740
17031829600,531,#N/A,149,265,117,248,143,140,0,0,0,55,50,18,145,3,14,14,0,20,0,12,0,51,0,61,21,67,428,92,0,10,0,1,443,88,64,135,111,72,272,259
17031829700,4145,#N/A,743,2526,876,404,915,2826,5,0,20,98,2283,142,64,1081,9,26,23,16,0,65,109,30,5,52,62,55,2808,1244,12,39,2,40,3552,593,548,1142,1103,609,3260,885
17031829800,2072,#N/A,442,1052,578,685,555,832,0,0,0,9,36,28,304,1,46,31,15,24,0,12,1077,98,50,162,81,98,1569,448,6,26,0,23,1937,135,138,413,522,557,778,1294
17031829901,1529,#N/A,439,721,369,642,497,390,0,0,0,32,54,5,111,0,6,29,1,12,3,18,359,284,184,411,20,0,948,514,8,44,0,15,1401,128,120,313,365,292,606,923
17031829902,2036,#N/A,431,1085,520,954,623,459,0,0,0,72,0,0,129,1,29,39,41,133,0,6,188,1084,1,197,116,0,928,1036,5,43,2,22,1910,126,257,478,532,338,586,1450
17031830001,399,#N/A,54,247,98,11,119,269,0,0,0,0,355,0,0,34,0,0,8,0,0,0,0,0,0,2,0,0,309,78,1,8,0,3,336,63,53,102,110,80,278,121
17031830003,743,#N/A,124,287,332,333,199,211,0,0,0,10,37,446,20,15,0,0,1,2,0,1,104,28,0,66,13,0,533,195,4,7,0,4,681,62,89,173,200,157,434,309
17031830004,3744,#N/A,984,2046,714,1153,1658,933,0,0,0,11,2,3,498,13,291,190,23,46,155,532,258,1294,0,327,60,41,1995,1631,15,57,3,43,3217,527,404,775,943,638,1362,2382
17031830005,1758,#N/A,393,902,463,601,576,581,0,0,0,16,11,47,169,4,5,38,6,134,8,9,432,616,210,34,12,7,1031,651,5,42,1,28,1575,183,178,346,467,374,698,1060
17031830006,3741,#N/A,1191,1770,780,1498,1398,845,0,0,0,2,0,46,1909,0,0,42,1,26,0,137,438,476,0,595,69,0,2293,1282,7,108,1,50,3389,352,385,692,860,613,1596,2145
17031830007,676,#N/A,180,357,139,201,243,232,0,0,0,0,0,0,68,1,27,14,0,2,0,80,189,265,0,16,14,0,267,367,1,26,4,11,634,42,57,134,166,139,205,471
17031830008,831,#N/A,116,495,220,208,236,387,0,0,0,12,152,7,33,3,1,0,0,0,0,242,295,35,0,51,0,0,511,269,4,41,0,6,668,163,132,174,208,201,433,398
17031830100,426,#N/A,111,196,119,199,106,121,0,0,0,0,1,0,152,3,0,2,0,10,0,0,147,13,0,95,3,0,284,131,1,9,0,1,383,43,41,107,87,80,170,256
17031830201,943,#N/A,193,495,255,378,230,335,0,0,0,48,11,28,31,0,0,13,34,26,0,2,140,25,28,161,18,378,543,357,4,25,1,13,887,56,88,222,247,193,462,481
17031830202,4013,#N/A,593,2196,1224,1283,1459,1271,0,0,0,1,34,0,37,10,25,0,38,0,0,84,323,3435,0,0,26,0,1493,2348,19,96,5,52,3610,403,628,927,1181,684,1175,2838
17031830300,682,#N/A,136,368,178,283,161,238,0,0,0,0,1,0,95,1,0,41,42,6,0,2,27,120,65,11,28,243,443,216,2,11,2,8,611,71,66,162,188,130,286,396
17031830400,212,#N/A,58,106,48,85,44,83,0,0,0,0,0,2,7,0,0,0,8,0,0,0,131,8,0,47,9,0,107,98,0,5,0,2,201,11,20,41,46,47,58,154
17031830500,3200,3.14809037,572,1894,734,312,1054,1834,0,0,52,98,634,263,22,1356,0,13,0,58,0,296,38,205,0,5,160,0,2375,702,18,71,2,32,2309,891,503,765,789,571,2473,727
17031830600,1930,11.8087771,168,1064,698,100,571,1259,0,0,0,8,1592,4,105,30,0,8,14,31,0,13,0,26,3,67,29,0,1397,280,18,200,5,30,1423,507,308,467,558,429,1477,453
17031830700,3175,14.78729552,698,1790,687,960,1152,1063,0,0,0,7,0,3,355,4,13,251,209,128,1,39,856,924,45,170,170,0,1848,1012,17,244,4,50,2692,483,364,596,702,815,1390,1785
17031830800,942,11.32755182,283,517,142,236,385,321,0,0,0,25,47,41,29,18,13,130,0,114,0,4,82,157,90,181,11,0,779,86,6,61,2,8,717,225,92,150,205,212,454,488
17031830900,5558,21.67546231,2206,2399,953,1782,1995,1781,1,0,0,175,402,149,1369,1184,88,11,11,76,0,1452,45,44,188,287,76,0,4388,764,38,253,16,99,4331,1227,688,912,1011,741,3271,2287
17031831000,743,10.66282171,244,392,107,208,289,246,0,0,0,2,0,8,183,0,78,11,106,58,0,9,29,45,6,140,68,0,570,120,5,33,3,12,627,116,71,121,164,143,301,442
17031831100,2396,7.372740175,682,1203,511,780,914,702,0,0,0,162,373,177,1098,35,29,152,12,31,14,3,8,3,2,250,47,0,1857,371,8,127,3,30,1811,585,338,467,539,370,1334,1062
17031831200,386,2.716940951,60,218,108,59,250,77,0,0,0,17,199,45,19,5,0,0,0,1,0,0,12,58,0,7,23,0,333,32,4,9,2,6,148,238,112,89,68,57,196,190
17031831300,972,6.827074777,323,456,193,309,510,153,0,0,0,19,103,125,583,13,0,0,0,4,0,32,0,36,0,38,19,0,606,302,3,52,0,9,756,216,123,202,197,127,490,482
17031831400,5051,9.713926253,787,2804,1460,1104,2003,1944,0,0,0,1064,850,293,330,36,166,0,14,5,0,1045,24,1079,0,68,77,0,3571,1086,33,275,15,71,3935,1116,756,1160,1309,1039,3246,1805
17031831500,1666,6.963252139,611,744,311,770,598,298,0,0,0,16,87,40,1088,15,2,31,0,7,0,96,0,26,0,245,13,0,1282,274,10,89,3,8,1343,323,175,282,341,257,755,911
17031831600,1934,5.256942378,408,963,563,475,751,708,0,0,0,16,435,39,687,15,0,20,17,47,1,22,40,451,2,110,32,0,1567,251,7,71,4,34,1514,420,248,400,489,389,1060,874
17031831700,919,6.987084456,305,391,223,386,316,217,0,0,0,45,5,44,530,4,0,15,35,9,0,8,9,126,0,27,62,0,709,137,3,54,1,15,698,221,108,180,200,126,459,460
17031831800,1376,2.92529002,256,678,442,399,394,583,0,0,0,93,24,21,58,11,218,13,2,17,0,16,582,100,0,151,70,0,1086,132,5,137,3,13,1171,205,118,208,314,480,664,712
17031831900,628,7.835986472,172,341,115,183,284,161,0,0,0,2,55,0,57,0,0,22,3,56,8,31,0,94,5,139,156,0,528,41,5,41,2,11,494,134,78,107,135,136,253,375
17031832000,950,22.94037779,475,387,88,530,304,116,0,0,0,0,1,0,116,0,12,0,4,0,1,9,0,10,137,644,16,0,765,124,4,46,0,11,809,141,79,138,141,117,487,463
17031832100,328,5.976774702,99,177,52,97,144,87,0,0,0,11,10,7,82,0,0,23,27,37,0,2,0,2,0,118,9,0,260,30,2,28,2,6,264,64,46,59,58,66,164,164
17031832200,808,8.187191446,255,455,98,215,369,224,0,0,0,13,2,32,21,73,2,1,70,75,0,39,114,38,2,161,165,0,650,87,4,53,2,12,656,152,106,139,154,154,437,371
17031832300,3054,14.71044332,978,1634,442,626,1080,1348,0,0,6,447,282,118,542,21,655,40,47,340,0,85,6,63,13,215,174,0,2455,422,14,118,4,41,2383,671,384,524,596,572,1817,1237
17031832400,686,8.593458577,102,329,255,238,364,84,0,0,0,6,34,28,23,45,0,9,0,26,0,0,24,448,1,39,3,0,478,161,6,24,4,13,393,293,156,153,164,111,215,471
17031832500,3087,15.95440388,1066,1477,544,1153,1188,746,0,0,0,28,59,100,556,0,124,32,136,255,27,86,79,574,72,719,232,8,2393,494,10,131,2,57,2486,601,351,535,606,529,1405,1682
17031832600,3861,21.65209308,1450,1969,442,935,1335,1591,0,0,0,46,17,93,986,1451,6,37,27,106,10,48,0,214,254,374,192,0,3147,532,16,113,2,51,3334,527,298,599,790,724,1956,1905
17031832900,1295,13.05944011,240,837,218,89,137,1069,0,0,0,1174,0,0,0,0,3,3,0,8,0,0,0,64,0,0,43,0,1150,104,5,25,0,11,1083,212,147,298,299,311,1011,284
17031833000,15255,47.02951786,4544,8382,2329,2307,4959,7989,0,2,0,613,1167,1035,493,8,748,450,313,1679,104,1613,2187,733,127,3293,690,0,11803,2442,64,716,21,209,12141,3114,1801,2628,3156,3126,8270,6985
17031833100,7698,33.78140711,2061,4281,1356,1623,2323,3752,0,0,0,447,330,491,355,381,217,460,102,1163,15,230,470,809,183,1381,663,1,5925,1223,36,421,6,87,6491,1207,751,1286,1727,1873,4028,3670
17031833300,1273,10.78123399,344,667,262,461,364,448,0,0,0,0,0,8,119,0,0,29,15,61,104,60,184,13,0,651,29,0,957,230,6,61,2,17,1015,258,179,248,239,263,660,613
17031833900,233,1.334940304,51,123,59,88,81,64,0,0,0,11,0,14,78,0,0,0,1,57,0,0,44,20,0,6,2,0,169,47,0,15,1,1,141,92,37,48,56,41,100,133
17031834000,94,0.384721647,17,50,27,44,25,25,0,0,0,0,0,0,8,15,0,0,0,0,0,0,52,0,16,0,3,0,58,32,0,4,0,0,88,6,10,17,25,25,35,59
17031834200,570,2.364687195,125,310,135,180,182,208,0,0,0,118,22,0,281,1,0,15,6,22,0,27,0,60,0,18,0,0,341,188,0,35,0,6,496,74,79,108,153,105,311,259
17031834300,488,1.034310826,103,280,105,116,243,129,0,0,0,21,0,0,58,0,4,73,4,8,0,74,0,36,0,93,117,0,243,224,1,9,1,10,392,96,83,101,136,65,240,248
17031834400,469,3.241152749,116,285,68,153,123,193,0,0,0,0,0,0,4,0,0,0,6,0,0,0,341,112,0,0,6,0,96,362,0,7,0,4,459,10,58,94,113,88,143,326
17031834500,158,1.377596533,32,96,30,37,32,89,0,0,0,45,2,0,7,1,11,0,0,0,0,73,0,3,0,16,0,0,99,46,2,11,0,0,133,25,21,24,40,41,109,49
17031834600,271,0.701991484,66,162,43,32,85,154,0,0,0,2,20,0,11,0,0,0,14,0,0,0,172,44,0,8,0,0,61,178,1,20,0,11,247,24,31,56,73,45,154,117
17031834700,64,0.393613454,8,29,27,21,33,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,17,0,1,32,0,27,32,0,5,0,0,50,14,15,15,11,15,21,43
17031834800,117,0.788490467,17,70,30,26,50,41,0,0,0,0,0,0,79,0,0,0,8,4,0,14,0,10,0,0,2,0,63,38,0,15,0,1,93,24,19,37,23,21,75,42
17031834900,35,0.216996542,5,22,8,12,21,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,29,0,0,0,0,6,25,0,2,0,2,35,0,7,6,15,2,10,25
17031835000,1288,5.191148586,427,618,243,376,635,277,0,0,0,40,130,10,872,5,0,47,0,0,9,3,0,84,0,58,30,0,967,246,9,51,0,15,952,336,162,241,301,157,853,435
17031835100,332,1.338342662,63,190,79,130,126,76,0,0,0,10,36,17,41,6,0,6,9,0,0,15,54,18,0,20,100,0,266,40,5,17,0,4,237,95,57,80,76,56,181,151
17031835200,2860,11.70831174,607,1555,698,760,1265,835,0,0,0,13,196,10,106,14,0,75,172,73,0,1793,0,88,0,128,46,146,2002,712,9,96,0,41,2438,422,306,682,732,533,1965,895
17031835500,807,3.571115544,93,507,207,59,294,454,0,0,0,16,529,92,15,0,0,0,1,0,0,50,0,60,0,9,35,0,490,277,4,33,1,2,606,201,144,233,212,125,642,165
17031835600,787,3.471047563,341,351,95,343,243,201,0,0,0,0,0,190,285,0,0,7,0,0,0,0,0,148,0,156,1,0,311,455,1,17,0,3,685,102,71,157,131,87,390,397
17031835700,4,0.085110304,1,3,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,2,2
17031835800,1374,19.54913211,76,825,473,224,378,772,0,0,0,11,0,0,3,0,1,0,0,0,0,0,1355,2,0,2,0,0,359,929,3,64,0,19,1286,88,114,260,376,548,629,745
17031835900,505,3.156439333,71,263,171,165,221,119,0,0,0,7,0,21,0,141,0,0,7,0,20,0,120,103,0,60,26,0,171,324,1,7,0,2,463,42,77,125,146,86,217,288
17031836000,204,1.632334872,47,118,39,97,73,34,0,0,0,0,0,0,0,4,0,0,0,3,0,0,11,152,0,0,34,0,37,163,0,1,0,3,187,17,33,52,49,23,45,159
17031836100,123,0.578463564,27,73,23,19,34,70,0,0,0,0,0,0,15,0,0,0,3,0,0,0,67,0,0,3,35,0,70,31,1,19,0,2,110,13,18,20,26,32,63,60
17031836200,13621,67.73866577,2089,8388,3144,1051,1972,10598,0,0,0,0,2,1,31,0,5,25,0,13,1,46,12951,27,19,492,8,0,9589,2245,44,1467,15,261,12704,917,832,1922,2939,5839,6141,7480
17031836300,93,2.736668096,19,50,24,21,34,38,0,0,0,33,0,0,2,0,0,0,3,17,0,0,1,0,0,37,0,0,39,46,0,5,0,3,83,10,9,26,23,16,54,39
17031836400,137,0.332752729,28,83,26,19,71,47,0,0,0,0,0,0,7,0,0,0,7,4,0,0,18,93,0,6,2,0,38,87,0,11,0,1,127,10,15,31,34,29,41,96
17031836500,2,0.00860574,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,2
17031836600,996,6.355750037,185,578,233,248,376,372,0,0,0,207,206,2,88,0,0,6,12,47,0,63,0,251,0,61,53,0,735,176,15,52,4,14,639,357,192,211,232,176,517,479
17031836700,1341,4.419823091,311,830,200,251,492,598,0,0,0,35,173,18,26,0,0,1,3,240,1,564,95,140,2,18,25,0,1006,247,7,57,6,18,994,347,194,255,308,273,726,615
17031836800,182,0.902590742,30,103,49,32,55,95,0,0,0,3,23,36,7,0,66,0,7,14,0,0,24,0,0,2,0,0,129,46,0,6,0,1,152,30,23,37,44,48,126,56
17031836900,18,0.442239104,13,4,1,11,7,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,2,14,4,1,0,2,2,8,10
17031837000,250,2.452366277,44,136,70,79,125,46,0,0,0,24,11,0,0,0,0,0,0,0,0,0,0,190,0,16,9,0,84,162,1,2,0,1,217,33,43,69,63,31,66,184
17031837100,649,3.523962807,139,374,136,120,320,209,0,0,0,52,92,65,24,64,14,0,56,72,0,183,0,0,0,0,27,0,467,162,4,8,2,6,454,195,111,131,164,104,455,194
17031837300,413,4.535559231,59,253,101,183,178,52,0,0,0,0,9,6,6,47,0,5,0,158,0,0,0,138,0,7,37,0,102,300,0,7,0,4,363,50,88,98,110,58,225,188
17031837400,1049,7.177503901,182,635,232,88,314,647,0,0,0,140,30,0,0,0,0,0,0,143,0,235,0,499,0,0,2,0,694,233,5,96,2,19,865,184,87,214,234,332,548,501
17031837800,2672,10.75397754,561,1472,639,440,1237,995,0,0,0,57,778,715,182,21,21,8,70,55,0,179,70,314,3,120,79,0,1985,564,18,67,7,31,2064,608,398,582,620,511,1611,1061
17031838000,386,2.90436466,69,235,82,54,152,180,0,0,0,24,0,0,1,0,0,0,3,83,0,71,0,199,0,0,5,0,192,153,3,34,0,4,330,56,38,70,117,92,172,214
17031838100,11497,56.5934418,2382,6726,2389,1616,2574,7307,0,0,0,75,9,2,37,8,6,682,8,133,0,23,654,8517,706,157,480,0,7438,2818,48,1014,15,164,9945,1552,968,1850,2857,3440,4114,7383
17031838200,8838,30.89747269,830,5169,2839,781,1468,6589,0,0,0,0,37,3,136,0,9,135,0,218,0,17,1,7702,0,109,109,362,3465,3849,37,1327,15,145,7650,1188,782,1590,2508,3128,2786,6052
17031838300,459,5.335520707,114,263,82,62,186,211,0,0,0,12,0,0,0,0,7,20,18,71,0,97,19,134,6,52,23,0,333,102,5,16,1,2,408,51,53,82,95,115,197,262
17031838600,72,1.18322792,10,48,14,13,47,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,67,3,0,0,0,15,55,0,0,0,2,68,4,10,23,20,9,26,46
17031838700,818,5.030256751,143,432,243,107,260,451,0,0,0,23,0,22,503,4,0,10,14,43,0,10,46,72,0,5,66,0,564,180,1,55,2,16,747,71,74,153,219,229,295,523
17031838800,5570,1.041584172,978,3619,973,302,730,4538,0,0,0,20,4214,298,13,380,0,0,74,115,50,339,0,15,0,0,52,0,3116,2323,17,56,7,51,4846,724,688,1434,1588,882,4220,1350
17031839000,2017,15.8045297,642,1035,340,524,752,741,0,0,0,8,111,6,448,28,54,220,56,138,0,37,69,514,33,211,84,0,1456,404,13,112,3,29,1630,387,212,310,463,390,918,1099
