CTID,C000,EMP_DEN,CA01,CA02,CA03,CE01,CE02,CE03,NS01,NS02,NS03,NS04,NS05,NS06,NS07,NS08,NS09,NS10,NS11,NS12,NS13,NS14,NS15,NS16,NS17,NS18,NS19,NS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02
17001000100,7247,#N/A,1496,3949,1802,1438,3090,2719,0,0,0,101,2113,323,1500,393,19,1079,420,162,51,43,106,116,3,475,343,0,6827,309,13,51,4,43,7160,87,665,2165,1956,965,4182,3065
17001000201,1003,#N/A,192,527,284,162,484,357,0,0,0,62,448,197,209,4,0,0,1,0,0,16,19,1,3,10,33,0,973,18,4,4,0,4,992,11,110,315,263,123,787,216
17001000202,523,#N/A,85,240,198,216,185,122,0,0,0,15,6,11,6,0,0,27,0,3,0,23,291,4,15,74,48,0,493,15,0,8,0,7,517,6,45,135,127,131,214,309
17001000400,1699,#N/A,338,917,444,272,488,939,0,0,0,34,172,200,150,118,4,2,1,18,0,139,0,804,0,56,1,0,1591,81,5,13,0,9,1660,39,139,484,492,246,843,856
17001000500,3217,#N/A,750,1741,726,543,1265,1409,0,0,0,9,0,3,231,0,1,0,0,3,0,376,28,2482,0,64,20,0,3060,93,4,36,3,21,3172,45,215,774,911,567,647,2570
17001000600,2992,#N/A,805,1426,761,1115,1165,712,0,0,0,41,42,2,137,3,0,212,17,180,0,176,1149,330,17,575,95,16,2809,142,3,14,1,23,2949,43,222,694,753,518,1012,1980
17001000700,4481,#N/A,852,2479,1150,1075,1849,1557,0,0,11,99,171,396,233,11,337,184,61,230,38,138,8,943,35,565,185,836,4215,203,6,26,0,31,4434,47,369,1173,1221,866,2092,2389
17001000800,1249,#N/A,231,679,339,238,536,475,0,0,19,94,431,60,70,0,0,0,2,2,0,102,85,310,8,21,30,15,1159,61,5,9,0,15,1229,20,112,368,336,202,663,586
17001000900,386,#N/A,81,215,90,152,150,84,0,0,0,6,1,2,23,2,0,85,0,80,0,12,48,55,0,41,31,0,366,14,1,2,0,3,380,6,28,99,98,80,130,256
17001001001,229,#N/A,68,104,57,111,72,46,0,0,0,19,0,16,2,0,0,3,0,8,0,9,0,7,73,59,13,20,222,1,0,3,0,3,227,2,11,60,60,30,110,119
17001001002,981,#N/A,427,356,198,468,383,130,0,0,0,15,0,0,423,0,6,4,0,42,0,1,0,455,0,26,9,0,899,58,3,9,0,12,967,14,57,209,214,74,308,673
17001001100,3428,#N/A,1109,1549,770,1550,1174,704,0,0,0,184,254,14,840,4,18,138,35,69,0,31,16,565,124,403,283,450,3209,161,8,27,0,23,3360,68,267,815,733,504,1606,1822
17001010100,659,#N/A,113,348,198,209,278,172,76,0,7,76,38,105,31,29,4,32,0,0,0,5,108,88,0,33,14,13,653,4,1,1,0,0,652,7,43,191,200,112,366,293
17001010200,920,#N/A,177,481,262,281,339,300,18,0,45,44,4,143,58,19,60,79,0,13,0,3,179,152,0,40,15,48,909,3,0,2,0,6,916,4,67,288,233,155,425,495
17001010300,565,#N/A,112,317,136,178,253,134,15,0,0,85,32,29,16,22,12,49,3,4,0,28,212,0,0,21,17,20,557,3,1,1,0,3,552,13,57,173,130,93,287,278
17001010400,2078,#N/A,436,1183,459,217,752,1109,8,0,7,197,1236,227,172,112,0,0,11,3,20,19,12,0,6,0,46,2,1983,75,4,7,1,8,2043,35,222,673,533,214,1684,394
17001010500,480,#N/A,101,256,123,180,175,125,42,0,0,36,69,0,41,0,1,50,7,9,0,64,0,2,19,85,55,0,469,8,1,2,0,0,478,2,29,150,137,63,317,163
17001010600,1785,#N/A,586,829,370,667,646,472,26,187,0,111,192,131,617,86,0,23,13,34,0,17,0,16,60,249,22,1,1674,77,4,13,0,17,1746,39,151,492,374,182,1107,678
17003957600,222,#N/A,24,123,75,51,78,93,16,56,0,0,0,4,0,2,0,16,0,2,0,0,95,14,0,5,7,5,188,30,0,2,0,2,219,3,33,65,56,44,112,110
17003957700,87,#N/A,20,42,25,37,35,15,15,0,9,0,7,6,9,0,1,0,4,6,0,8,0,0,0,18,0,4,83,1,0,0,0,3,86,1,11,22,28,6,53,34
17003957800,477,#N/A,73,247,157,100,186,191,16,0,0,7,172,2,36,7,0,9,0,0,0,1,109,112,0,5,1,0,346,122,0,6,0,3,473,4,47,132,132,93,230,247
17003957900,520,#N/A,101,290,129,157,216,147,0,0,41,0,0,0,68,119,7,0,0,4,0,0,0,215,0,13,1,52,335,175,4,2,0,4,519,1,57,149,146,67,259,261
17005951200,375,#N/A,80,191,104,124,101,150,12,0,0,39,14,129,28,9,0,0,0,0,0,10,87,9,0,13,18,7,363,3,3,2,0,4,367,8,29,109,93,64,216,159
17005951300,3939,#N/A,1003,1989,947,1252,1372,1315,0,0,88,108,810,294,281,4,105,97,16,41,3,9,897,594,61,247,90,194,3765,113,8,24,0,29,3872,67,309,964,987,676,1773,2166
17005951400,278,#N/A,37,211,30,67,25,186,2,0,0,13,0,4,8,1,0,1,0,4,0,3,0,0,3,35,12,192,257,17,2,0,0,2,267,11,9,70,80,82,161,117
17005951500,325,#N/A,68,172,85,134,108,83,41,11,5,44,31,46,32,18,0,3,2,0,0,3,1,0,17,25,8,38,319,4,1,1,0,0,320,5,25,106,85,41,218,107
17007010100,1956,#N/A,426,995,535,599,607,750,0,0,0,13,435,14,340,116,0,47,18,30,0,43,13,124,9,243,112,399,1834,66,4,41,0,11,1754,202,213,496,530,291,1133,823
17007010200,6262,#N/A,1200,3792,1270,595,1457,4210,5,0,0,24,5030,177,141,12,24,57,26,55,0,13,23,259,11,132,90,183,5034,1034,34,75,1,84,5651,611,591,1671,1759,1041,4056,2206
17007010300,2019,#N/A,339,1220,460,722,497,800,1,0,0,7,0,28,226,6,95,15,7,20,0,144,1152,151,5,49,113,0,1908,60,1,29,3,18,1793,226,167,464,513,536,670,1349
17007010400,5089,#N/A,1219,2910,960,562,2678,1849,24,7,0,931,2203,138,449,995,30,8,12,63,0,57,0,12,1,80,63,16,4267,648,23,88,4,59,4321,768,678,1354,1240,598,3628,1461
17007010500,682,#N/A,199,319,164,289,228,165,27,0,0,80,6,16,28,5,0,12,5,35,0,44,1,172,60,121,67,3,630,26,3,16,0,7,614,68,77,146,145,115,347,335
17007010601,738,#N/A,143,388,207,242,300,196,39,0,0,26,208,6,79,14,0,0,6,8,0,12,216,53,1,50,0,20,700,17,1,10,1,9,645,93,79,204,204,108,373,365
17007010602,493,#N/A,127,264,102,221,158,114,0,0,0,63,14,48,10,35,1,18,0,11,0,10,61,7,0,104,61,50,463,15,2,8,0,5,444,49,51,123,121,71,270,223
17009970400,387,#N/A,72,220,95,75,178,134,17,0,0,168,0,13,25,64,0,0,0,19,0,14,37,0,1,4,8,17,381,0,0,3,0,3,381,6,42,139,95,39,294,93
17009970500,3603,#N/A,990,1995,618,498,1097,2008,0,0,0,9,18,2063,60,612,8,48,0,10,0,16,180,159,0,74,29,317,3498,72,5,8,1,19,3545,58,272,1010,893,438,2335,1268
17011964700,451,#N/A,80,217,154,145,132,174,8,0,0,66,24,89,16,22,9,26,2,5,0,1,146,0,0,8,5,24,448,1,0,1,0,1,438,13,31,141,125,74,255,196
17011964800,796,#N/A,147,411,238,199,306,291,32,0,0,61,171,161,44,48,8,15,2,5,0,0,134,67,10,5,23,10,788,4,0,1,1,2,786,10,77,272,197,103,471,325
17011964900,1059,#N/A,221,564,274,248,310,501,132,18,0,166,235,33,174,11,0,23,8,70,0,1,35,21,0,111,21,0,1041,9,2,6,0,1,1031,28,81,319,290,148,670,389
17011965000,1896,#N/A,467,993,436,441,1197,258,478,0,0,26,137,3,92,802,6,0,0,9,0,193,75,26,6,9,5,29,1657,164,13,38,1,23,1399,497,307,503,438,181,1021,875
17011965100,1335,#N/A,275,660,400,374,586,375,0,16,0,10,65,22,42,20,0,34,6,3,0,1,95,898,11,57,11,44,1297,7,3,17,0,11,1263,72,95,329,391,245,357,978
17011965200,603,#N/A,150,285,168,295,180,128,0,2,0,7,10,26,119,2,4,49,0,31,0,16,110,23,2,118,18,66,581,9,3,5,0,5,571,32,44,138,154,117,254,349
17011965300,3095,#N/A,655,1602,838,847,1280,968,0,0,0,41,479,112,473,883,30,49,9,186,0,38,271,81,2,259,83,99,2872,157,9,30,0,27,2935,160,246,913,812,469,1666,1429
17011965400,1886,#N/A,289,930,667,484,881,521,34,0,0,10,168,58,127,0,32,88,0,39,26,51,63,771,75,36,51,257,1844,10,4,18,4,6,1840,46,125,528,572,372,597,1289
17011965500,358,#N/A,53,194,111,113,112,133,28,0,0,18,0,28,54,14,2,2,0,18,0,0,66,0,1,7,71,49,352,5,0,0,0,1,345,13,32,99,108,66,212,146
17011965600,527,#N/A,79,301,147,140,162,225,6,0,0,24,241,20,47,11,10,4,0,0,0,7,83,13,0,22,4,35,517,2,2,4,0,2,514,13,50,160,155,83,309,218
17013951200,672,#N/A,132,341,199,271,289,112,12,0,0,13,12,17,83,0,0,87,2,7,0,2,114,115,0,121,15,72,658,6,2,2,0,4,659,13,53,199,213,75,217,455
17013951300,204,#N/A,38,96,70,99,64,41,18,12,0,16,1,5,18,21,3,0,0,4,0,2,49,0,0,32,6,17,202,1,1,0,0,0,202,2,26,61,57,22,97,107
17015960100,872,#N/A,155,444,273,231,346,295,7,0,0,40,59,214,60,2,1,71,10,15,0,90,110,21,0,9,133,30,839,18,0,12,0,3,859,13,64,272,234,147,500,372
17015960200,150,#N/A,29,68,53,36,51,63,16,0,0,54,22,7,6,15,0,1,0,3,0,0,0,3,0,17,4,2,143,0,2,1,0,4,147,3,22,50,32,17,117,33
17015960300,1507,#N/A,331,767,409,485,577,445,0,6,0,6,464,16,201,15,28,65,0,37,21,1,203,131,9,214,49,41,1463,19,2,13,0,10,1437,70,126,464,390,196,676,831
17015960400,625,#N/A,123,303,199,250,228,147,5,0,0,11,18,1,139,3,6,34,6,15,0,0,22,145,2,61,20,137,614,4,2,2,0,3,604,21,47,203,166,86,254,371
17015960500,571,#N/A,90,309,172,160,235,176,54,1,0,47,123,24,49,42,9,43,0,11,0,7,100,9,0,14,15,23,561,7,0,1,0,2,559,12,40,196,159,86,310,261
17015960600,338,#N/A,67,171,100,100,93,145,1,0,0,9,101,72,50,17,5,5,0,0,0,0,35,0,0,13,5,25,323,4,2,5,0,4,334,4,26,107,81,57,197,141
17017960100,429,#N/A,86,211,132,114,191,124,11,0,0,38,3,16,38,5,6,133,2,6,0,2,119,7,0,6,1,36,420,6,0,1,0,2,424,5,30,109,90,114,170,259
17017960200,928,#N/A,179,509,240,224,429,275,3,0,0,6,35,110,65,3,68,89,0,73,5,76,78,110,0,40,17,150,897,13,6,8,0,4,875,53,82,268,241,158,453,475
17017960300,3427,#N/A,692,2026,709,338,2445,644,44,0,0,47,2430,74,232,5,1,0,1,15,0,248,0,177,15,47,17,74,2970,285,35,87,8,42,2696,731,543,1009,814,369,2052,1375
17017960400,604,#N/A,107,311,186,214,371,19,0,0,8,16,0,8,38,483,0,2,9,0,0,0,0,16,0,12,12,0,334,257,3,2,0,8,568,36,114,192,141,50,377,227
17017960500,762,#N/A,140,384,238,244,335,183,0,0,26,32,0,7,67,27,19,70,2,21,0,0,295,142,0,25,28,1,738,13,0,2,0,9,715,47,60,220,197,145,242,520
17019000200,160,#N/A,44,84,32,55,61,44,0,0,0,0,17,3,3,0,0,1,9,30,0,17,0,43,15,0,22,0,109,44,0,2,0,5,152,8,15,31,47,23,62,98
17019000301,2280,#N/A,1444,640,196,1541,538,201,0,0,0,6,11,6,129,6,192,20,200,8,0,98,2,101,0,1467,34,0,1862,207,8,163,2,38,2132,148,146,287,238,165,1302,978
17019000302,519,#N/A,175,228,116,227,208,84,0,0,0,0,23,33,232,5,13,43,25,0,0,3,0,55,0,50,37,0,447,54,1,11,0,6,502,17,43,113,123,65,283,236
17019000401,634,#N/A,367,188,79,473,114,47,0,0,0,0,0,0,0,0,0,1,122,0,0,0,53,0,0,415,43,0,513,88,2,20,0,11,607,27,43,84,74,66,299,335
17019000402,13678,#N/A,1452,8608,3618,1544,3561,8573,0,0,0,0,0,0,0,0,6,4,33,1,0,6,13621,2,0,5,0,0,11473,1043,62,927,12,161,13173,505,736,2443,3620,5427,6847,6831
17019000500,3084,#N/A,659,1667,758,778,1077,1229,0,0,0,15,18,61,104,0,0,99,96,68,0,0,2189,201,0,220,7,6,2379,574,2,80,2,47,2981,103,225,646,818,736,992,2092
17019000700,1576,#N/A,295,900,381,297,810,469,0,0,0,56,324,40,159,169,275,6,22,12,69,32,71,65,1,54,103,118,1284,173,2,108,1,8,1519,57,158,389,447,287,709,867
17019000800,8477,#N/A,2884,3997,1596,2992,3310,2175,0,0,0,228,1111,945,2964,495,86,23,102,100,0,229,31,142,23,1819,179,0,6967,1147,23,217,5,118,8017,460,803,1971,1821,998,4664,3813
17019000901,1754,#N/A,261,1063,430,195,585,974,2,0,0,44,1261,6,71,70,0,5,28,26,0,6,4,40,35,114,42,0,1321,333,12,66,2,20,1647,107,171,498,457,367,1230,524
17019000902,4683,#N/A,834,2665,1184,1281,1474,1928,0,0,0,338,645,537,313,276,655,93,34,117,10,162,1233,76,27,35,132,0,4186,319,10,115,1,52,4548,135,366,1155,1239,1089,2744,1939
17019001000,1650,#N/A,557,748,345,635,656,359,0,0,0,11,74,21,412,0,84,168,3,27,0,130,0,203,102,350,12,53,1368,182,5,77,1,17,1576,74,139,355,330,269,769,881
17019001100,259,#N/A,78,131,50,89,118,52,0,0,0,10,2,0,76,29,1,0,2,22,0,0,0,1,71,32,13,0,220,33,1,4,0,1,249,10,24,67,50,40,142,117
17019001201,1458,#N/A,515,717,226,781,452,225,0,0,0,49,79,1,103,0,0,17,5,95,0,465,2,31,328,236,47,0,1116,282,4,31,0,25,1386,72,117,343,295,188,728,730
17019001203,775,#N/A,214,400,161,300,286,189,0,0,0,10,0,49,266,20,0,113,0,43,0,10,5,250,0,1,8,0,653,87,2,20,1,12,756,19,67,151,178,165,305,470
17019001204,579,#N/A,201,265,113,174,227,178,6,0,0,0,0,7,34,0,0,20,18,38,0,15,14,199,1,158,66,3,517,38,1,17,2,4,565,14,32,103,127,116,189,390
17019001205,531,#N/A,101,311,119,115,212,204,0,0,0,116,29,18,3,40,0,7,53,68,0,88,33,74,0,0,2,0,462,54,2,11,0,2,517,14,49,141,138,102,286,245
17019001206,439,#N/A,198,175,66,309,82,48,5,0,0,0,3,0,0,0,0,14,6,8,0,0,0,15,71,2,315,0,376,36,1,14,0,12,428,11,30,61,72,78,201,238
17019001301,4032,#N/A,1227,2077,728,1043,1081,1908,2,0,53,17,14,2,103,0,420,484,380,929,0,161,81,542,65,695,84,0,3380,315,12,267,3,55,3819,213,247,666,836,1056,1932,2100
17019001302,2277,#N/A,744,1054,479,753,780,744,12,0,0,114,45,17,211,15,80,249,8,232,13,217,53,507,66,255,122,61,2010,163,4,64,2,34,2196,81,156,438,495,444,935,1342
17019001400,906,#N/A,328,473,105,141,207,558,0,6,0,0,13,19,5,1,140,96,2,388,0,33,19,49,0,122,13,0,761,54,2,80,1,8,873,33,66,96,174,242,542,364
17019005300,9578,#N/A,1956,5321,2301,1321,3488,4769,0,0,0,291,167,76,185,525,10,0,36,90,0,60,101,7528,214,218,70,7,8235,857,25,351,5,105,9365,213,663,2081,2770,2108,2958,6620
17019005401,1761,#N/A,472,976,313,443,776,542,0,0,0,182,476,26,182,30,0,14,21,20,0,32,39,302,42,329,66,0,1389,295,7,40,4,26,1643,118,199,464,417,209,1012,749
17019005402,570,#N/A,134,279,157,123,176,271,0,0,80,65,79,2,123,0,0,0,12,43,0,106,0,0,16,30,6,8,521,27,1,16,0,5,556,14,45,151,146,94,364,206
17019005500,3750,#N/A,654,2128,968,814,1494,1442,0,0,0,285,465,159,295,68,0,21,1,108,0,466,75,40,0,21,58,1688,3027,605,1,85,0,32,3619,131,340,985,1103,668,2005,1745
17019005600,256,#N/A,58,146,52,73,91,92,0,0,0,8,0,1,52,0,15,2,13,0,0,12,113,0,12,15,13,0,216,27,0,7,0,6,246,10,16,59,64,59,102,154
17019005701,511,#N/A,159,239,113,197,200,114,0,0,0,9,0,0,176,4,0,8,19,25,0,5,68,51,0,52,94,0,422,63,2,15,0,9,489,22,40,122,94,96,208,303
17019005702,1134,#N/A,453,484,197,469,481,184,0,0,0,0,3,0,241,0,13,38,40,25,0,0,0,627,9,117,21,0,870,216,4,25,0,19,1091,43,77,217,232,155,338,796
17019005800,626,#N/A,106,335,185,194,190,242,0,0,0,0,0,0,3,0,80,0,9,5,0,19,371,30,0,52,45,12,507,91,1,20,1,6,602,24,53,132,171,164,160,466
17019005900,761,#N/A,268,378,115,370,225,166,0,0,0,0,0,0,63,0,0,0,15,24,0,116,0,8,0,511,24,0,602,93,2,41,1,22,708,53,79,160,130,124,359,402
17019006000,4,#N/A,1,3,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,1
17019010100,255,#N/A,73,116,66,143,87,25,0,0,0,3,0,8,98,3,0,11,22,0,0,4,35,14,11,34,12,0,219,22,1,9,1,3,248,7,22,60,62,38,103,152
17019010204,2248,#N/A,571,1132,545,823,898,527,8,0,0,48,6,18,449,0,22,204,22,31,0,180,546,91,23,258,67,275,1938,237,13,29,3,28,2148,100,207,552,560,358,964,1284
17019010300,741,#N/A,150,441,150,111,371,259,3,0,0,17,98,42,0,0,81,26,29,7,0,281,0,132,18,0,7,0,614,91,2,20,0,14,678,63,87,176,199,129,338,403
17019010400,2612,#N/A,512,1473,627,355,1634,623,25,1,4,43,2000,75,34,42,0,49,5,28,0,12,88,122,19,21,10,34,2110,377,15,73,1,36,2223,389,364,766,660,310,1580,1032
17019010500,479,#N/A,100,234,145,154,173,152,13,0,0,14,32,31,57,34,0,48,6,5,0,47,104,20,0,15,23,30,455,11,7,2,1,3,473,6,32,129,128,90,241,238
17019010601,1262,#N/A,308,632,322,481,403,378,2,2,0,108,6,44,163,8,19,49,13,48,0,31,400,62,2,211,41,53,1207,28,1,11,4,11,1233,29,97,297,314,246,533,729
17019010603,863,#N/A,249,423,191,320,291,252,0,31,55,48,4,12,62,17,1,10,6,35,0,64,0,196,22,160,72,68,798,33,3,19,1,9,850,13,65,197,214,138,386,477
17019010604,1944,#N/A,436,1093,415,265,753,926,7,0,0,443,344,491,241,84,12,0,1,18,0,67,131,0,38,35,30,2,1744,102,8,74,0,16,1891,53,189,515,495,309,1410,534
17019010700,1169,#N/A,291,584,294,423,410,336,118,0,2,89,56,63,177,31,10,67,4,36,0,64,203,68,2,135,21,23,1134,13,2,10,0,10,1130,39,111,309,299,159,552,617
17019010800,469,#N/A,84,267,118,186,134,149,10,0,0,57,0,61,71,9,7,36,0,0,3,14,117,9,0,35,8,32,453,5,1,7,0,3,456,13,34,134,144,73,249,220
17019010900,1840,#N/A,445,951,444,550,630,660,63,0,0,159,20,222,285,241,18,36,28,135,0,43,249,53,79,128,14,67,1732,77,4,15,0,12,1816,24,155,457,477,306,1069,771
17019011000,5855,#N/A,1516,3141,1198,1581,2081,2193,0,0,0,111,104,95,195,6,723,320,95,671,26,462,77,1289,54,843,158,626,4894,654,14,206,0,87,5623,232,426,1167,1389,1357,2838,3017
17019011100,1545,#N/A,512,746,287,506,576,463,0,0,0,26,30,104,313,9,8,131,22,284,0,3,93,43,40,331,38,70,1338,129,4,54,1,19,1487,58,111,274,316,332,782,763
17021958100,167,#N/A,26,91,50,65,55,47,2,0,0,19,1,19,16,6,1,5,0,6,0,16,49,3,2,4,5,13,162,4,0,1,0,0,165,2,14,38,64,25,105,62
17021958200,1036,#N/A,227,515,294,397,387,252,11,7,125,47,0,0,371,0,6,19,0,231,0,41,51,45,10,31,8,33,946,77,1,5,2,5,1017,19,99,291,256,163,501,535
17021958300,2937,#N/A,668,1604,665,845,1120,972,0,0,0,71,181,284,415,3,158,25,19,78,7,260,368,785,6,244,32,1,2814,57,7,34,0,25,2893,44,209,783,771,506,1283,1654
17021958400,884,#N/A,176,454,254,279,342,263,0,0,1,24,40,6,98,0,24,91,31,58,0,7,33,175,1,34,23,238,864,1,3,11,0,5,880,4,58,238,237,175,354,530
17021958500,564,#N/A,151,264,149,272,223,69,0,0,0,11,30,0,31,2,62,9,7,25,0,16,0,198,22,45,106,0,543,9,1,4,0,7,559,5,33,136,149,95,213,351
17021958600,290,#N/A,54,150,86,53,90,147,109,0,0,16,34,75,3,4,0,9,0,0,0,0,0,0,0,12,15,13,286,2,1,1,0,0,282,8,31,83,80,42,226,64
17021958700,2711,#N/A,369,1654,688,308,856,1547,4,23,78,151,1324,190,136,36,4,5,9,14,0,5,151,182,9,46,15,329,2641,46,2,9,0,13,2691,20,249,897,772,424,1954,757
17021958800,1421,#N/A,392,676,353,597,526,298,0,0,0,2,0,18,128,0,20,174,4,13,0,10,194,548,12,265,33,0,1386,13,2,13,0,7,1413,8,74,314,381,260,351,1070
17021958900,393,#N/A,78,195,120,145,125,123,0,1,0,36,34,43,120,0,0,12,4,0,0,0,96,12,0,35,0,0,385,4,1,1,0,2,387,6,36,117,98,64,213,180
17021959000,678,#N/A,101,399,178,197,256,225,3,0,0,49,15,58,56,63,2,3,8,0,0,14,336,9,17,10,15,20,672,5,0,0,0,1,672,6,58,178,186,155,264,414
17023060100,563,#N/A,194,245,124,243,231,89,53,30,0,40,48,6,116,14,5,0,8,0,0,24,0,0,20,197,2,0,525,20,2,7,2,7,539,24,45,166,108,50,301,262
17023060200,1891,#N/A,376,1014,501,492,788,611,0,2,0,30,773,35,118,28,36,41,2,27,0,114,206,139,0,57,70,213,1837,27,4,17,0,6,1863,28,123,588,528,276,902,989
17023060300,1996,#N/A,485,985,526,569,843,584,29,41,0,307,298,49,162,89,11,120,17,83,1,0,246,232,6,221,27,57,1957,21,3,4,0,11,1981,15,179,596,479,257,1020,976
17023060400,309,#N/A,68,175,66,62,105,142,10,17,0,15,165,53,6,0,0,0,0,0,0,14,0,0,0,5,13,11,303,2,0,2,0,2,303,6,32,100,82,27,243,66
17025971900,269,#N/A,48,149,72,68,106,95,0,16,0,27,4,69,51,57,0,20,0,11,0,2,0,0,0,0,3,9,262,5,2,0,0,0,266,3,20,93,72,36,181,88
17025972000,610,#N/A,129,344,137,163,282,165,115,13,0,8,13,60,39,5,62,5,40,4,0,4,123,46,0,8,7,58,601,4,0,5,0,0,600,10,35,169,181,96,324,286
17025972100,3565,#N/A,762,1980,823,794,1565,1206,0,21,10,36,1506,75,333,24,25,70,16,12,20,114,188,685,0,243,117,70,3470,42,6,32,2,13,3510,55,234,1024,1026,519,1751,1814
17025972200,849,#N/A,210,428,211,289,372,188,21,68,0,16,191,356,28,8,2,55,0,5,0,18,60,3,3,0,0,15,832,4,4,5,0,4,840,9,73,231,233,102,443,406
17027900100,1584,#N/A,407,826,351,519,645,420,5,0,0,175,190,144,201,43,0,59,241,21,0,24,49,226,15,48,59,84,1524,23,3,21,0,13,1559,25,99,402,428,248,812,772
17027900200,446,#N/A,136,226,84,131,172,143,38,0,5,65,123,61,0,29,0,0,1,2,0,4,32,9,0,46,31,0,441,2,1,1,0,1,437,9,35,137,88,50,327,119
17027900300,3491,#N/A,845,1767,879,1166,1280,1045,49,0,33,423,245,194,477,159,0,81,4,103,0,20,259,864,32,360,88,100,3381,65,9,15,0,21,3435,56,261,884,942,559,1611,1880
17027900401,47,#N/A,3,23,21,16,21,10,6,0,1,2,0,11,0,17,0,0,0,1,0,0,0,0,0,0,0,9,45,0,0,0,0,2,45,2,5,15,15,9,37,10
17027900402,1835,#N/A,447,908,480,659,719,457,9,0,8,101,60,55,359,19,23,70,1,70,0,110,276,203,31,206,63,171,1769,46,1,11,1,7,1816,19,144,473,524,247,773,1062
17027900500,3498,#N/A,763,1906,829,1050,1243,1205,503,0,0,45,98,46,607,143,16,54,16,17,0,5,565,712,29,201,27,414,3192,241,8,29,2,26,3396,102,317,866,944,608,1728,1770
17027900601,482,#N/A,146,236,100,176,185,121,81,0,0,61,59,13,124,3,2,7,0,5,0,0,40,17,0,14,38,18,467,7,0,5,0,3,472,10,36,128,120,52,298,184
17027900602,1319,#N/A,325,699,295,423,516,380,84,1,3,230,57,64,99,36,0,33,0,8,0,5,230,277,0,62,74,56,1213,78,5,14,2,7,1281,38,102,337,338,217,668,651
17029000100,493,#N/A,76,264,153,87,184,222,6,0,0,31,191,82,47,7,0,19,0,10,0,0,48,13,2,0,7,30,484,3,3,1,0,2,485,8,47,137,148,85,323,170
17029000200,2846,#N/A,515,1616,715,632,1093,1121,21,4,8,74,1225,372,7,97,29,14,1,0,2,30,630,153,22,101,46,10,2719,81,6,30,0,10,2773,73,198,739,788,606,1714,1132
17029000300,2053,#N/A,574,1031,448,666,940,447,4,2,0,19,740,17,171,19,0,18,1,28,610,8,0,126,0,107,177,6,1945,70,5,13,1,19,2014,39,194,582,484,219,1107,946
17029000400,4765,#N/A,1480,2368,917,1418,2100,1247,0,0,0,168,151,73,167,18,27,219,30,120,0,1530,20,1836,13,358,35,0,4359,301,6,59,0,40,4614,151,362,1077,1180,666,1921,2844
17029000500,4797,#N/A,935,2571,1291,1228,1508,2061,10,4,6,51,263,111,340,38,0,55,14,45,0,498,2042,614,46,160,104,396,4386,280,14,87,0,30,4704,93,327,1179,1268,1088,2340,2457
17029000600,185,#N/A,34,90,61,48,78,59,13,23,2,61,0,4,22,6,0,0,0,0,0,12,0,19,3,6,3,11,185,0,0,0,0,0,184,1,14,55,61,21,134,51
17029000700,1906,#N/A,914,688,304,1054,706,146,0,0,0,5,0,2,466,39,3,33,16,453,62,7,0,278,5,459,78,0,1649,203,3,22,1,28,1852,54,144,372,314,162,802,1104
17029000800,385,#N/A,171,167,47,204,160,21,0,0,0,0,0,0,0,0,0,5,180,0,0,0,15,18,0,140,27,0,343,30,1,6,0,5,372,13,32,65,73,44,113,272
17029000900,885,#N/A,261,444,180,328,370,187,0,0,0,93,0,4,31,12,0,14,1,12,0,31,1,653,0,25,8,0,797,72,1,10,0,5,867,18,84,212,233,95,220,665
17029001000,919,#N/A,320,407,192,337,490,92,0,0,0,15,0,1,465,0,0,41,0,22,0,61,1,155,23,122,13,0,819,77,2,15,0,6,894,25,84,212,209,94,372,547
17029001100,2875,#N/A,743,1510,622,762,994,1119,0,1,124,230,275,41,424,1,503,302,25,50,0,7,85,361,0,381,54,11,2777,78,3,9,1,7,2830,45,166,714,742,510,1400,1475
17029001200,1825,#N/A,335,1033,457,440,708,677,1,2,0,58,92,35,288,18,0,1,0,17,0,305,935,23,0,21,29,0,1775,30,2,7,2,9,1804,21,139,477,513,361,797,1028
17031010100,424,4.502699462,83,225,116,102,244,78,0,0,0,0,0,0,27,0,0,5,17,9,0,0,0,345,0,4,17,0,211,147,7,51,0,8,336,88,61,90,87,103,164,260
17031010201,194,1.556215298,56,91,47,75,90,29,0,0,0,6,0,1,10,0,1,7,6,7,0,5,62,8,0,76,5,0,146,42,0,2,0,4,176,18,20,35,40,43,72,122
17031010202,774,8.90528393,191,393,190,232,370,172,0,0,0,3,16,11,145,0,0,9,14,4,0,49,61,411,0,27,24,0,396,283,4,75,0,16,658,116,109,125,188,161,282,492
17031010300,1127,9.662007006,227,662,238,299,611,217,0,0,0,25,15,4,10,2,0,7,5,44,0,0,33,903,4,40,35,0,466,477,1,160,2,21,996,131,146,234,278,242,374,753
17031010400,503,1.767909528,143,259,101,166,230,107,0,0,0,0,0,11,68,0,0,15,8,6,0,5,0,8,3,366,13,0,343,130,3,21,1,5,389,114,89,97,92,82,247,256
17031010501,175,3.503182099,45,99,31,55,65,55,0,0,0,0,0,33,6,2,6,0,6,5,0,0,2,5,50,55,5,0,138,15,1,13,1,7,147,28,22,26,46,36,95,80
